NU_INSCRICAO,FAIXA_ETARIA,SEXO,ESTADO_CIVIL,RACA,NACIONALIDADE,TP_ST_CONCLUSAO,ESCOLA,IN_TREINEIRO,NO_MUNICIPIO_ESC,NO_MUNICIPIO_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,NOTA_CN,NOTA_CH,NOTA_LC,NOTA_MT,TP_LINGUA,TP_STATUS_REDACAO,COMP1,COMP2,COMP3,COMP4,COMP5,NOTA_REDACAO,INTERNET
"2,10E+11",<_17,M,1,parda,1,3,nao_respondeu,1,,Colatina,1,1,1,1,450.0,517.8,468.8,509.9,espanhol,1.0,120.0,120.0,120.0,100.0,100.0,560.0,sim
"2,10E+11",<_17,F,1,parda,1,3,nao_respondeu,1,,Aracruz,1,1,1,1,458.8,603.9,642.6,517.6,espanhol,1.0,160.0,200.0,140.0,140.0,140.0,780.0,sim
"2,10E+11",17,M,1,branca,1,3,nao_respondeu,1,,Cariacica,1,1,1,1,522.0,575.1,579.1,714.2,ingles,1.0,80.0,140.0,80.0,120.0,120.0,540.0,sim
"2,10E+11",<_17,M,1,branca,1,3,nao_respondeu,1,,Serra,1,1,1,1,515.9,567.7,575.4,707.8,ingles,1.0,140.0,200.0,140.0,160.0,160.0,800.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Vila Velha,1,1,1,1,581.1,581.2,545.9,637.2,espanhol,1.0,140.0,180.0,120.0,140.0,160.0,740.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Cachoeiro de Itapemirim,1,1,1,1,461.7,495.8,552.8,590.9,ingles,1.0,100.0,100.0,100.0,140.0,160.0,600.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Linhares,0,1,1,0,,0.0,353.3,,ingles,1.0,80.0,80.0,100.0,100.0,0.0,360.0,sim
"2,10E+11",17,M,1,parda,1,3,nao_respondeu,1,,Montanha,1,1,1,1,466.0,501.9,498.5,557.5,ingles,1.0,80.0,120.0,80.0,100.0,120.0,500.0,sim
"2,10E+11",<_17,F,1,parda,1,3,nao_respondeu,1,,São Gabriel da Palha,1,1,1,1,528.4,574.1,574.5,522.4,espanhol,1.0,120.0,120.0,120.0,140.0,140.0,640.0,sim
"2,10E+11",17,M,1,parda,1,3,nao_respondeu,1,,Vila Velha,1,1,1,1,516.3,627.5,578.0,677.8,espanhol,1.0,120.0,180.0,140.0,140.0,140.0,720.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Cariacica,1,1,1,1,467.3,570.5,624.2,758.2,ingles,8.0,0.0,0.0,0.0,0.0,0.0,0.0,sim
"2,10E+11",<_17,F,1,preta,1,3,nao_respondeu,1,,Viana,1,1,1,1,388.5,370.6,400.6,384.1,espanhol,6.0,0.0,0.0,0.0,0.0,0.0,0.0,sim
"2,10E+11",<_17,F,1,parda,1,3,nao_respondeu,1,,Vila Velha,1,1,1,1,486.8,581.0,552.4,482.3,ingles,1.0,100.0,160.0,120.0,140.0,120.0,640.0,sim
"2,10E+11",17,M,1,preta,1,3,nao_respondeu,1,,Serra,1,1,1,1,427.7,521.8,616.0,710.3,ingles,1.0,140.0,160.0,140.0,140.0,140.0,720.0,sim
"2,10E+11",17,M,1,branca,1,3,nao_respondeu,1,,Colatina,1,1,1,1,635.4,693.5,588.8,726.7,ingles,1.0,140.0,200.0,160.0,200.0,160.0,860.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Vila Velha,0,1,1,0,,614.1,580.0,,espanhol,1.0,140.0,160.0,140.0,120.0,180.0,740.0,sim
"2,10E+11",<_17,M,1,branca,1,3,nao_respondeu,1,,Serra,1,1,1,1,599.0,589.4,496.8,630.7,ingles,1.0,120.0,160.0,120.0,120.0,160.0,680.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Linhares,1,1,1,1,570.2,601.2,590.3,626.2,ingles,1.0,120.0,160.0,120.0,120.0,160.0,680.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Serra,1,1,1,1,462.5,515.6,570.9,623.4,ingles,1.0,120.0,100.0,120.0,120.0,120.0,580.0,sim
"2,10E+11",<_17,F,1,parda,2,3,nao_respondeu,1,,Aracruz,1,0,0,1,432.4,,,575.9,ingles,,,,,,,,sim
"2,10E+11",17,M,1,branca,1,3,nao_respondeu,1,,Viana,1,1,1,1,490.6,495.9,485.1,392.1,ingles,1.0,140.0,120.0,100.0,120.0,80.0,560.0,sim
"2,10E+11",<_17,F,1,branca,2,3,nao_respondeu,1,,Vila Velha,1,1,1,1,568.6,557.1,591.6,576.0,ingles,1.0,160.0,200.0,160.0,200.0,200.0,920.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Colatina,0,1,1,0,,476.2,542.1,,ingles,1.0,140.0,200.0,140.0,180.0,180.0,840.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Vila Velha,1,1,1,1,436.7,454.7,454.8,414.1,ingles,3.0,0.0,0.0,0.0,0.0,0.0,0.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Cariacica,1,1,1,1,483.3,401.7,465.3,423.3,espanhol,1.0,100.0,160.0,120.0,140.0,140.0,660.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Iúna,0,1,1,0,,527.6,528.3,,espanhol,1.0,120.0,120.0,100.0,120.0,100.0,560.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Vila Velha,1,0,0,1,495.4,,,573.3,ingles,,,,,,,,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Vila Velha,0,0,0,0,,,,,ingles,,,,,,,,sim
"2,10E+11",<_17,F,1,preta,1,3,nao_respondeu,1,,Brejetuba,1,1,1,1,514.7,525.8,472.9,491.9,ingles,1.0,160.0,180.0,120.0,160.0,0.0,620.0,sim
"2,10E+11",17,F,0,branca,1,3,nao_respondeu,1,,Vitória,0,1,1,0,,536.8,310.0,,ingles,1.0,120.0,120.0,100.0,140.0,120.0,600.0,sim
"2,10E+11",<_17,M,1,parda,1,3,nao_respondeu,1,,Vitória,0,1,1,0,,646.9,567.0,,ingles,1.0,160.0,200.0,160.0,160.0,200.0,880.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Itapemirim,1,1,1,1,458.5,560.5,571.0,731.6,ingles,1.0,140.0,120.0,120.0,160.0,100.0,640.0,sim
"2,10E+11",18,F,1,branca,1,3,nao_respondeu,1,,Anchieta,1,1,1,1,454.5,609.6,601.1,463.4,ingles,1.0,140.0,160.0,120.0,140.0,180.0,740.0,sim
"2,10E+11",<_17,M,1,preta,1,3,nao_respondeu,1,,Vitória,0,1,1,0,,389.4,440.2,,espanhol,1.0,100.0,80.0,60.0,80.0,20.0,340.0,sim
"2,10E+11",<_17,F,1,parda,1,3,nao_respondeu,1,,Vila Velha,0,0,0,0,,,,,ingles,,,,,,,,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Guarapari,1,1,1,1,490.7,540.8,551.8,470.4,ingles,1.0,100.0,140.0,80.0,120.0,120.0,560.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Santa Maria de Jetibá,1,1,1,1,582.6,553.8,516.0,638.5,ingles,1.0,160.0,200.0,180.0,180.0,200.0,920.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Vitória,1,1,1,1,620.4,642.3,619.7,721.9,ingles,1.0,160.0,200.0,180.0,200.0,200.0,940.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Barra de São Francisco,0,1,1,0,,486.2,427.8,,espanhol,1.0,100.0,120.0,100.0,120.0,80.0,520.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Cariacica,1,1,1,1,492.8,571.4,564.1,701.4,ingles,1.0,160.0,200.0,160.0,200.0,200.0,920.0,sim
"2,10E+11",18,F,1,branca,1,3,nao_respondeu,1,,Mimoso do Sul,0,0,0,0,,,,,ingles,,,,,,,,sim
"2,10E+11",18,F,1,parda,1,3,nao_respondeu,1,,Anchieta,0,0,0,0,,,,,espanhol,,,,,,,,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Serra,1,1,1,1,493.1,491.1,489.9,575.3,ingles,1.0,80.0,120.0,120.0,120.0,140.0,580.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,São Mateus,1,1,1,1,546.9,596.2,586.4,669.9,ingles,1.0,160.0,200.0,160.0,200.0,160.0,880.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Serra,1,1,1,1,391.2,503.4,486.9,472.5,espanhol,1.0,100.0,200.0,100.0,120.0,140.0,660.0,sim
"2,10E+11",18,F,1,parda,1,3,nao_respondeu,1,,Vitória,1,1,1,1,514.3,502.5,577.6,360.9,ingles,1.0,180.0,200.0,180.0,180.0,140.0,880.0,sim
"2,10E+11",<_17,M,1,parda,1,3,nao_respondeu,1,,Montanha,1,1,1,1,557.9,502.1,496.1,466.2,ingles,1.0,120.0,120.0,140.0,120.0,120.0,620.0,sim
"2,10E+11",17,F,1,preta,1,3,nao_respondeu,1,,Serra,1,1,1,1,454.5,485.1,539.5,362.6,ingles,1.0,120.0,120.0,80.0,80.0,100.0,500.0,sim
"2,10E+11",<_17,F,1,parda,1,3,nao_respondeu,1,,Baixo Guandu,1,1,1,1,558.7,483.2,564.7,429.1,ingles,1.0,100.0,160.0,120.0,120.0,140.0,640.0,sim
"2,10E+11",17,M,1,parda,2,3,nao_respondeu,1,,Iúna,1,1,1,1,566.9,567.4,600.2,589.5,ingles,1.0,100.0,180.0,120.0,160.0,160.0,720.0,sim
"2,10E+11",17,M,1,branca,1,3,nao_respondeu,1,,Jaguaré,0,1,1,0,,506.6,431.5,,ingles,4.0,0.0,0.0,0.0,0.0,0.0,0.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Baixo Guandu,1,1,1,1,460.2,460.3,573.9,506.0,ingles,1.0,100.0,120.0,100.0,120.0,100.0,540.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Serra,1,1,1,1,415.6,429.2,443.7,442.3,ingles,1.0,120.0,40.0,40.0,120.0,40.0,360.0,sim
"2,10E+11",<_17,M,1,branca,1,3,nao_respondeu,1,,Vitória,1,1,1,1,583.6,600.6,585.2,591.8,ingles,1.0,120.0,120.0,140.0,160.0,160.0,700.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Vitória,1,1,1,1,423.3,554.3,528.9,520.1,ingles,1.0,80.0,100.0,80.0,100.0,100.0,460.0,sim
"2,10E+11",<_17,F,1,parda,1,3,nao_respondeu,1,,Vitória,1,1,1,1,640.4,636.3,675.7,766.1,ingles,1.0,140.0,200.0,180.0,180.0,200.0,900.0,sim
"2,10E+11",<_17,M,1,branca,1,3,nao_respondeu,1,,São Mateus,1,1,1,1,475.1,608.8,596.7,564.9,ingles,1.0,120.0,200.0,120.0,120.0,120.0,680.0,sim
"2,10E+11",18,F,1,branca,1,3,nao_respondeu,1,,Anchieta,0,0,0,0,,,,,espanhol,,,,,,,,sim
"2,10E+11",<_17,M,1,parda,1,3,nao_respondeu,1,,Vitória,1,1,1,1,524.2,536.0,509.0,667.1,ingles,1.0,120.0,180.0,140.0,160.0,160.0,760.0,sim
"2,10E+11",<_17,F,1,preta,1,3,nao_respondeu,1,,Vila Velha,1,1,1,1,505.0,506.2,479.1,543.8,espanhol,1.0,140.0,180.0,140.0,140.0,140.0,740.0,sim
"2,10E+11",<_17,M,1,branca,1,3,nao_respondeu,1,,Guaçuí,1,1,1,1,505.1,584.0,548.4,633.4,ingles,1.0,120.0,120.0,100.0,120.0,0.0,460.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Vitória,1,1,1,1,498.6,539.5,515.7,535.8,ingles,1.0,160.0,200.0,200.0,200.0,180.0,940.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Vitória,1,1,1,1,385.1,538.3,509.4,526.8,ingles,1.0,120.0,120.0,120.0,120.0,120.0,600.0,sim
"2,10E+11",17,F,1,preta,1,3,nao_respondeu,1,,Colatina,1,1,1,1,414.2,522.9,446.8,492.2,ingles,1.0,160.0,160.0,120.0,140.0,140.0,720.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Afonso Cláudio,1,1,1,1,555.5,544.2,534.7,574.7,ingles,1.0,120.0,160.0,160.0,120.0,60.0,620.0,sim
"2,10E+11",18,F,1,branca,1,3,nao_respondeu,1,,Colatina,1,1,1,1,604.6,610.2,609.8,720.7,ingles,1.0,140.0,200.0,140.0,140.0,160.0,780.0,sim
"2,10E+11",17,F,1,nao_declarado,1,3,nao_respondeu,1,,Santa Teresa,1,1,1,1,449.4,567.8,590.8,536.8,ingles,1.0,120.0,120.0,80.0,100.0,100.0,520.0,sim
"2,10E+11",<_17,M,1,parda,1,3,nao_respondeu,1,,Viana,1,1,1,1,554.9,581.4,580.2,548.3,ingles,1.0,120.0,120.0,120.0,140.0,120.0,620.0,sim
"2,10E+11",<_17,F,1,branca,3,3,nao_respondeu,1,,Alegre,1,1,1,1,491.4,601.5,565.8,703.8,ingles,1.0,140.0,200.0,120.0,140.0,140.0,740.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Barra de São Francisco,1,1,1,1,510.8,552.8,562.8,645.2,espanhol,1.0,160.0,200.0,120.0,140.0,180.0,800.0,sim
"2,10E+11",24,M,1,parda,1,3,nao_respondeu,1,,Colatina,1,1,1,1,462.8,394.5,371.3,453.2,ingles,1.0,80.0,100.0,80.0,120.0,0.0,380.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Serra,1,1,1,1,515.6,583.2,575.2,667.4,ingles,1.0,120.0,120.0,80.0,120.0,120.0,560.0,sim
"2,10E+11",17,M,1,branca,1,3,nao_respondeu,1,,Vitória,1,1,1,1,618.3,578.9,596.0,692.1,ingles,1.0,140.0,160.0,120.0,140.0,200.0,760.0,sim
"2,10E+11",<_17,F,1,parda,1,3,nao_respondeu,1,,Vitória,1,1,1,1,598.8,572.3,552.2,594.4,ingles,1.0,160.0,200.0,140.0,180.0,200.0,880.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Serra,1,1,1,1,431.6,357.4,456.9,454.1,ingles,1.0,100.0,120.0,100.0,120.0,100.0,540.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Vitória,1,1,1,1,417.2,529.3,500.9,618.8,ingles,1.0,120.0,140.0,120.0,100.0,0.0,480.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Nova Venécia,0,0,0,0,,,,,ingles,,,,,,,,sim
"2,10E+11",<_17,F,1,parda,1,3,nao_respondeu,1,,Cachoeiro de Itapemirim,1,1,1,1,499.1,618.3,577.5,551.1,ingles,1.0,160.0,200.0,160.0,180.0,120.0,820.0,sim
"2,10E+11",18,F,1,parda,1,3,nao_respondeu,1,,Venda Nova do Imigrante,1,1,1,1,553.3,574.9,570.2,570.3,espanhol,1.0,160.0,160.0,160.0,120.0,140.0,740.0,sim
"2,10E+11",<_17,M,1,parda,1,3,nao_respondeu,1,,Vitória,1,1,1,1,638.3,646.7,623.9,855.8,ingles,1.0,160.0,200.0,180.0,200.0,140.0,880.0,sim
"2,10E+11",18,M,1,parda,1,3,nao_respondeu,1,,Vila Velha,1,1,1,1,541.5,530.3,512.2,684.2,ingles,1.0,120.0,120.0,100.0,120.0,120.0,580.0,sim
"2,10E+11",18,M,1,preta,1,3,nao_respondeu,1,,Cariacica,0,0,0,0,,,,,ingles,,,,,,,,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Vitória,0,1,1,0,,479.1,482.7,,espanhol,1.0,120.0,200.0,120.0,180.0,200.0,820.0,sim
"2,10E+11",18,F,1,preta,1,3,nao_respondeu,1,,Vila Velha,1,1,1,1,524.9,576.1,425.7,393.0,espanhol,1.0,140.0,120.0,140.0,120.0,80.0,600.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Vila Velha,1,1,1,1,496.1,524.1,585.4,587.9,ingles,1.0,140.0,200.0,140.0,140.0,120.0,740.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Vitória,1,1,1,1,476.9,525.2,462.3,440.1,ingles,4.0,0.0,0.0,0.0,0.0,0.0,0.0,sim
"2,10E+11",17,M,1,parda,1,3,nao_respondeu,1,,Marataízes,1,1,1,1,424.5,442.2,443.3,654.8,ingles,1.0,120.0,180.0,80.0,100.0,120.0,600.0,sim
"2,10E+11",<_17,F,0,parda,1,3,nao_respondeu,1,,Venda Nova do Imigrante,0,0,0,0,,,,,ingles,,,,,,,,sim
"2,10E+11",<_17,F,1,parda,1,3,nao_respondeu,1,,São Mateus,1,1,1,1,557.0,566.8,472.3,603.3,ingles,1.0,120.0,180.0,120.0,180.0,200.0,800.0,sim
"2,10E+11",17,F,0,parda,1,3,nao_respondeu,1,,Barra de São Francisco,1,1,1,1,529.9,517.7,478.3,481.0,ingles,1.0,140.0,160.0,120.0,120.0,0.0,540.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Vitória,1,1,1,1,474.4,525.6,440.1,518.7,ingles,1.0,160.0,180.0,120.0,180.0,120.0,760.0,sim
"2,10E+11",17,M,1,branca,1,3,nao_respondeu,1,,Serra,1,1,1,1,561.8,612.9,596.1,555.0,ingles,1.0,120.0,160.0,120.0,140.0,180.0,720.0,sim
"2,10E+11",<_17,F,1,parda,1,3,nao_respondeu,1,,Barra de São Francisco,0,1,1,0,,547.1,400.8,,ingles,1.0,100.0,100.0,120.0,120.0,60.0,500.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Vitória,1,1,1,1,581.6,528.5,582.4,937.1,ingles,1.0,160.0,200.0,200.0,200.0,200.0,960.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Anchieta,1,1,1,1,479.0,464.1,493.8,454.1,ingles,4.0,0.0,0.0,0.0,0.0,0.0,0.0,sim
"2,10E+11",<_17,F,1,parda,1,3,nao_respondeu,1,,Venda Nova do Imigrante,1,1,1,1,525.8,499.8,491.4,519.0,ingles,1.0,140.0,180.0,120.0,140.0,120.0,700.0,sim
"2,10E+11",<_17,M,1,preta,1,3,nao_respondeu,1,,São Mateus,0,1,1,0,,538.2,552.8,,ingles,1.0,100.0,180.0,120.0,160.0,120.0,680.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Vitória,1,1,1,1,497.7,537.5,564.4,374.9,ingles,1.0,100.0,140.0,120.0,120.0,120.0,600.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Vitória,1,1,1,1,431.7,570.5,506.9,606.1,ingles,1.0,140.0,180.0,120.0,180.0,120.0,740.0,sim
"2,10E+11",<_17,F,1,nao_declarado,1,3,nao_respondeu,1,,Guarapari,1,1,1,1,576.2,571.0,544.7,625.7,espanhol,1.0,160.0,160.0,140.0,120.0,60.0,640.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Vitória,1,1,1,1,569.9,586.0,586.0,584.3,ingles,1.0,160.0,180.0,160.0,180.0,200.0,880.0,sim
"2,10E+11",<_17,M,1,parda,1,3,nao_respondeu,1,,Vitória,1,1,1,1,536.5,585.1,526.7,548.5,ingles,1.0,140.0,200.0,120.0,160.0,200.0,820.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Barra de São Francisco,1,1,1,1,454.6,535.6,512.4,513.9,espanhol,1.0,120.0,200.0,120.0,120.0,140.0,700.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Serra,0,0,0,0,,,,,espanhol,,,,,,,,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Alegre,0,0,0,0,,,,,espanhol,,,,,,,,sim
"2,10E+11",<_17,F,1,indigena,1,3,nao_respondeu,1,,São Mateus,1,1,1,1,386.3,534.8,516.3,548.9,ingles,1.0,120.0,120.0,120.0,120.0,0.0,480.0,nao
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Anchieta,0,0,0,0,,,,,ingles,,,,,,,,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Água Doce do Norte,1,1,1,1,529.7,629.5,652.6,668.7,ingles,1.0,140.0,200.0,140.0,160.0,180.0,820.0,sim
"2,10E+11",17,M,1,preta,1,3,nao_respondeu,1,,Serra,0,0,0,0,,,,,espanhol,,,,,,,,sim
"2,10E+11",17,F,1,preta,1,3,nao_respondeu,1,,Linhares,1,1,1,1,379.9,454.1,412.1,579.9,espanhol,1.0,80.0,200.0,120.0,120.0,120.0,640.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Linhares,1,1,1,1,471.4,545.0,593.4,592.9,espanhol,1.0,140.0,100.0,100.0,140.0,160.0,640.0,sim
"2,10E+11",17,M,1,parda,1,3,nao_respondeu,1,,Serra,1,1,1,1,427.2,532.0,543.3,537.3,ingles,1.0,100.0,100.0,80.0,80.0,0.0,360.0,sim
"2,10E+11",<_17,F,0,branca,1,3,nao_respondeu,1,,São Mateus,1,1,1,1,588.2,632.8,610.2,639.3,ingles,1.0,160.0,200.0,180.0,140.0,160.0,840.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Serra,1,1,1,1,464.2,515.0,436.4,436.5,ingles,1.0,100.0,80.0,80.0,120.0,0.0,380.0,sim
"2,10E+11",17,M,1,branca,1,3,nao_respondeu,1,,Alegre,1,1,1,1,459.1,571.7,517.1,676.7,ingles,1.0,80.0,140.0,100.0,120.0,160.0,600.0,sim
"2,10E+11",<_17,M,1,parda,1,3,nao_respondeu,1,,São Mateus,1,1,1,1,410.0,373.1,422.6,509.0,espanhol,1.0,120.0,100.0,100.0,120.0,80.0,520.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Vitória,1,1,1,1,464.9,558.8,567.9,634.2,ingles,1.0,160.0,180.0,140.0,160.0,160.0,800.0,sim
"2,10E+11",17,M,1,parda,1,3,nao_respondeu,1,,Guarapari,1,0,0,1,464.2,,,812.0,ingles,,,,,,,,sim
"2,10E+11",17,M,1,branca,1,3,nao_respondeu,1,,Vitória,1,1,1,1,497.6,526.0,621.9,496.9,ingles,1.0,80.0,120.0,120.0,120.0,120.0,560.0,sim
"2,10E+11",17,M,1,parda,1,3,nao_respondeu,1,,Baixo Guandu,1,0,0,1,595.5,,,704.9,ingles,,,,,,,,sim
"2,10E+11",17,F,1,preta,1,3,nao_respondeu,1,,Mimoso do Sul,1,1,1,1,584.0,633.2,635.8,714.2,ingles,1.0,120.0,160.0,120.0,160.0,120.0,680.0,sim
"2,10E+11",<_17,M,1,parda,1,3,nao_respondeu,1,,Vitória,1,1,1,1,478.0,530.0,556.1,557.9,ingles,1.0,140.0,200.0,140.0,140.0,80.0,700.0,sim
"2,10E+11",17,M,1,parda,1,3,nao_respondeu,1,,Água Doce do Norte,1,1,1,1,511.9,398.5,476.9,531.9,ingles,1.0,100.0,40.0,40.0,100.0,40.0,320.0,sim
"2,10E+11",17,M,1,parda,1,3,nao_respondeu,1,,São Mateus,1,1,1,1,477.2,617.9,556.7,650.2,ingles,1.0,120.0,120.0,120.0,120.0,80.0,560.0,sim
"2,10E+11",17,M,1,branca,1,3,nao_respondeu,1,,Colatina,1,1,1,1,503.5,575.4,603.1,713.1,ingles,1.0,180.0,200.0,200.0,200.0,200.0,980.0,sim
"2,10E+11",<_17,F,1,parda,1,3,nao_respondeu,1,,Aracruz,1,1,1,1,495.3,538.4,510.9,452.8,ingles,1.0,160.0,180.0,120.0,120.0,80.0,660.0,sim
"2,10E+11",17,M,1,preta,1,3,nao_respondeu,1,,Vila Velha,1,1,1,1,516.9,422.9,455.7,505.5,ingles,4.0,0.0,0.0,0.0,0.0,0.0,0.0,sim
"2,10E+11",18,F,1,parda,1,3,nao_respondeu,1,,Serra,1,1,1,1,613.5,619.4,641.3,688.3,espanhol,1.0,160.0,120.0,140.0,140.0,160.0,720.0,sim
"2,10E+11",<_17,M,1,branca,1,3,nao_respondeu,1,,Cariacica,0,1,1,0,,481.4,544.8,,ingles,4.0,0.0,0.0,0.0,0.0,0.0,0.0,sim
"2,10E+11",<_17,F,1,branca,1,3,nao_respondeu,1,,Guarapari,1,1,1,1,564.0,611.4,604.9,674.2,ingles,1.0,140.0,200.0,180.0,180.0,200.0,900.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Cachoeiro de Itapemirim,1,1,1,1,558.7,585.9,653.9,634.6,ingles,1.0,140.0,180.0,160.0,160.0,200.0,840.0,sim
"2,10E+11",17,M,1,branca,1,3,nao_respondeu,1,,Linhares,1,1,1,1,506.5,613.7,513.0,626.1,ingles,1.0,140.0,120.0,120.0,120.0,100.0,600.0,sim
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Vila Velha,1,1,1,1,461.2,420.1,466.7,622.1,ingles,1.0,120.0,160.0,120.0,120.0,120.0,640.0,sim
"2,10E+11",18,M,1,parda,1,3,nao_respondeu,1,,Viana,1,1,1,1,486.6,480.7,324.4,395.9,ingles,1.0,120.0,100.0,80.0,80.0,20.0,400.0,sim
"2,10E+11",<_17,M,1,branca,1,3,nao_respondeu,1,,Vila Velha,1,1,1,1,486.6,402.3,390.6,428.3,ingles,1.0,140.0,140.0,120.0,120.0,80.0,600.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Cariacica,1,1,1,1,478.2,562.8,601.4,571.4,ingles,1.0,140.0,200.0,120.0,120.0,120.0,700.0,sim
"2,10E+11",17,F,1,preta,1,3,nao_respondeu,1,,Serra,1,1,1,1,499.2,595.6,615.2,559.7,ingles,1.0,140.0,180.0,120.0,140.0,160.0,740.0,sim
"2,10E+11",<_17,F,1,parda,1,3,nao_respondeu,1,,Serra,1,1,1,1,495.7,557.3,475.3,596.1,ingles,1.0,120.0,120.0,100.0,120.0,80.0,540.0,sim
"2,10E+11",17,M,1,parda,1,3,nao_respondeu,1,,Montanha,1,1,1,1,482.0,494.0,380.8,484.6,espanhol,1.0,140.0,180.0,140.0,160.0,160.0,780.0,nao
"2,10E+11",18,F,1,parda,1,3,nao_respondeu,1,,Vitória,1,1,1,1,486.6,464.1,520.2,505.5,ingles,1.0,140.0,180.0,120.0,140.0,160.0,740.0,nao
"2,10E+11",17,F,1,branca,1,3,nao_respondeu,1,,Vitória,1,1,1,1,398.3,549.5,561.8,614.7,ingles,1.0,120.0,120.0,120.0,120.0,120.0,600.0,sim
"2,10E+11",<_17,M,1,parda,1,3,nao_respondeu,1,,Aracruz,1,1,1,1,402.9,482.4,463.5,510.0,ingles,1.0,120.0,120.0,120.0,120.0,120.0,600.0,sim
"2,10E+11",21,F,1,parda,1,3,nao_respondeu,1,,Guarapari,0,0,0,0,,,,,ingles,,,,,,,,sim
"2,10E+11",<_17,F,1,parda,1,3,nao_respondeu,1,,São Gabriel da Palha,1,1,1,1,428.4,501.2,565.0,363.1,ingles,1.0,120.0,160.0,120.0,120.0,0.0,520.0,sim
"2,10E+11",17,F,1,parda,1,3,nao_respondeu,1,,Viana,0,1,1,0,,536.7,506.0,,ingles,1.0,120.0,40.0,40.0,120.0,40.0,360.0,sim
